"Municipality","Year","Air Quality Health Index","Health Risk","OriginalValue"
"Leduc County",2017,"8","Low Quality",0.00012
"Lamont County",2017,"8","Low Quality",0.00035
"Yellowhead County",2017,"8","Low Quality",0.00036
"Edmonton",2017,"9","Low Quality",0.00011
"Lethbridge",2017,"9","Low Quality",0.00047
"Caroline",2017,"9","Low Quality",7e-04
"Airdrie",2017,"9","Low Quality",0.00032
"Medicine Hat",2017,"9","Low Quality",0.00024
"Calgary",2017,"9","Low Quality",0.00046
"Strathcona County",2017,"9","Low Quality",0.00011
"Sturgeon County",2017,"9","Low Quality",0.00012
"Fort Mackay",2017,"9","Low Quality",0.00065
"Wood Buffalo",2017,"9","Low Quality",2e-05
"Bruderheim",2017,"9","Low Quality",0.00082
"Improvement District No. 13 Elk Island",2017,"9","Low Quality",0.00012
"Lamont County",2017,"9","Low Quality",0.00047
"Yellowhead County",2017,"9","Low Quality",0.00028
"Red Deer",2018,"1","High Quality",0.08074
"Fort Saskatchewan",2018,"1","High Quality",0.09754
"Edmonton",2018,"1","High Quality",0.05172
"Lethbridge",2018,"1","High Quality",0.0559
"Caroline",2018,"1","High Quality",0.14372
"Airdrie",2018,"1","High Quality",0.0823
"Medicine Hat",2018,"1","High Quality",0.07027
"Calgary",2018,"1","High Quality",0.0459
"Spirit River No. 133",2018,"1","High Quality",0.20736
"Grande Prairie",2018,"1","High Quality",0.12407
"Parkland County",2018,"1","High Quality",0.15352
"Strathcona County",2018,"1","High Quality",0.09069
"Sturgeon County",2018,"1","High Quality",0.11192
"St. Albert",2018,"1","High Quality",0.08445
"Fort Mackay",2018,"1","High Quality",0.21907
"Grande Prairie County No. 1",2018,"1","High Quality",0.13883
"Cold Lake",2018,"1","High Quality",0.22198
"Bonnyville No. 87",2018,"1","High Quality",0.19134
"St. Paul County No. 19",2018,"1","High Quality",0.1646
"Wood Buffalo",2018,"1","High Quality",0.18507
"Bruderheim",2018,"1","High Quality",0.13043
"Improvement District No. 13 Elk Island",2018,"1","High Quality",0.14566
"Leduc County",2018,"1","High Quality",0.22585
"Beaverlodge",2018,"1","High Quality",0.1566
"Lamont County",2018,"1","High Quality",0.10614
"Yellowhead County",2018,"1","High Quality",0.14269
"Red Deer",2018,"10+","Very Low Quality",0.00354
"Fort Saskatchewan",2018,"10+","Very Low Quality",0.00203
"Edmonton",2018,"10+","Very Low Quality",0.0032
"Lethbridge",2018,"10+","Very Low Quality",0.00025
"Caroline",2018,"10+","Very Low Quality",0.00342
"Airdrie",2018,"10+","Very Low Quality",0.00454
"Calgary",2018,"10+","Very Low Quality",0.00445
"Spirit River No. 133",2018,"10+","Very Low Quality",0.00213
"Grande Prairie",2018,"10+","Very Low Quality",0.00572
"Parkland County",2018,"10+","Very Low Quality",0.00304
"Strathcona County",2018,"10+","Very Low Quality",0.00241
"Sturgeon County",2018,"10+","Very Low Quality",0.00225
"St. Albert",2018,"10+","Very Low Quality",0.00282
"Fort Mackay",2018,"10+","Very Low Quality",0.00132
"Grande Prairie County No. 1",2018,"10+","Very Low Quality",0.00495
"Cold Lake",2018,"10+","Very Low Quality",8e-04
"St. Paul County No. 19",2018,"10+","Very Low Quality",6e-04
"Wood Buffalo",2018,"10+","Very Low Quality",0.00101
"Bruderheim",2018,"10+","Very Low Quality",0.00281
"Improvement District No. 13 Elk Island",2018,"10+","Very Low Quality",0.00368
"Leduc County",2018,"10+","Very Low Quality",0.00568
"Beaverlodge",2018,"10+","Very Low Quality",0.00664
"Lamont County",2018,"10+","Very Low Quality",0.00094
"Yellowhead County",2018,"10+","Very Low Quality",0.00507
"Red Deer",2018,"2","High Quality",0.40978
"Fort Saskatchewan",2018,"2","High Quality",0.38214
"Edmonton",2018,"2","High Quality",0.32275
"Lethbridge",2018,"2","High Quality",0.4898
"Caroline",2018,"2","High Quality",0.53139
"Airdrie",2018,"2","High Quality",0.45891
"Medicine Hat",2018,"2","High Quality",0.48697
"Calgary",2018,"2","High Quality",0.2917
"Spirit River No. 133",2018,"2","High Quality",0.55586
"Grande Prairie",2018,"2","High Quality",0.42629
"Parkland County",2018,"2","High Quality",0.56233
"Strathcona County",2018,"2","High Quality",0.41736
"Sturgeon County",2018,"2","High Quality",0.43053
"St. Albert",2018,"2","High Quality",0.37656
"Fort Mackay",2018,"2","High Quality",0.52922
"Grande Prairie County No. 1",2018,"2","High Quality",0.46593
"Cold Lake",2018,"2","High Quality",0.59973
"Bonnyville No. 87",2018,"2","High Quality",0.73863
"St. Paul County No. 19",2018,"2","High Quality",0.5894
"Wood Buffalo",2018,"2","High Quality",0.59161
"Bruderheim",2018,"2","High Quality",0.51765
"Improvement District No. 13 Elk Island",2018,"2","High Quality",0.51068
"Leduc County",2018,"2","High Quality",0.5632
"Beaverlodge",2018,"2","High Quality",0.58168
"Lamont County",2018,"2","High Quality",0.48276
"Yellowhead County",2018,"2","High Quality",0.50294
"Red Deer",2018,"3","High Quality",0.36626
"Fort Saskatchewan",2018,"3","High Quality",0.35776
"Edmonton",2018,"3","High Quality",0.42779
"Lethbridge",2018,"3","High Quality",0.32961
"Caroline",2018,"3","High Quality",0.25951
"Airdrie",2018,"3","High Quality",0.31812
"Medicine Hat",2018,"3","High Quality",0.33504
"Calgary",2018,"3","High Quality",0.43521
"Spirit River No. 133",2018,"3","High Quality",0.18889
"Grande Prairie",2018,"3","High Quality",0.30923
"Parkland County",2018,"3","High Quality",0.2165
"Strathcona County",2018,"3","High Quality",0.37977
"Sturgeon County",2018,"3","High Quality",0.31919
"St. Albert",2018,"3","High Quality",0.36798
"Fort Mackay",2018,"3","High Quality",0.20593
"Grande Prairie County No. 1",2018,"3","High Quality",0.27321
"Cold Lake",2018,"3","High Quality",0.14249
"Bonnyville No. 87",2018,"3","High Quality",0.07004
"St. Paul County No. 19",2018,"3","High Quality",0.20124
"Wood Buffalo",2018,"3","High Quality",0.18826
"Bruderheim",2018,"3","High Quality",0.23796
"Improvement District No. 13 Elk Island",2018,"3","High Quality",0.25914
"Leduc County",2018,"3","High Quality",0.15277
"Beaverlodge",2018,"3","High Quality",0.21473
"Lamont County",2018,"3","High Quality",0.31689
"Yellowhead County",2018,"3","High Quality",0.30188
"Red Deer",2018,"4","Moderate Quality",0.09868
"Fort Saskatchewan",2018,"4","Moderate Quality",0.11463
"Edmonton",2018,"4","Moderate Quality",0.14408
"Lethbridge",2018,"4","Moderate Quality",0.08182
"Caroline",2018,"4","Moderate Quality",0.03675
"Airdrie",2018,"4","Moderate Quality",0.09403
"Medicine Hat",2018,"4","Moderate Quality",0.07876
"Calgary",2018,"4","Moderate Quality",0.15287
"Spirit River No. 133",2018,"4","Moderate Quality",0.028
"Grande Prairie",2018,"4","Moderate Quality",0.09568
"Parkland County",2018,"4","Moderate Quality",0.04323
"Strathcona County",2018,"4","Moderate Quality",0.08575
"Sturgeon County",2018,"4","Moderate Quality",0.08801
"St. Albert",2018,"4","Moderate Quality",0.11945
"Fort Mackay",2018,"4","Moderate Quality",0.0276
"Grande Prairie County No. 1",2018,"4","Moderate Quality",0.08332
"Cold Lake",2018,"4","Moderate Quality",0.0193
"St. Paul County No. 19",2018,"4","Moderate Quality",0.03426
"Wood Buffalo",2018,"4","Moderate Quality",0.02145
"Bruderheim",2018,"4","Moderate Quality",0.06896
"Improvement District No. 13 Elk Island",2018,"4","Moderate Quality",0.05995
"Leduc County",2018,"4","Moderate Quality",0.03098
"Beaverlodge",2018,"4","Moderate Quality",0.0242
"Lamont County",2018,"4","Moderate Quality",0.06674
"Yellowhead County",2018,"4","Moderate Quality",0.03201
"Red Deer",2018,"5","Moderate Quality",0.02718
"Fort Saskatchewan",2018,"5","Moderate Quality",0.02773
"Edmonton",2018,"5","Moderate Quality",0.02729
"Lethbridge",2018,"5","Moderate Quality",0.02199
"Caroline",2018,"5","Moderate Quality",0.01437
"Airdrie",2018,"5","Moderate Quality",0.02659
"Medicine Hat",2018,"5","Moderate Quality",0.01896
"Calgary",2018,"5","Moderate Quality",0.04418
"Spirit River No. 133",2018,"5","Moderate Quality",0.00767
"Grande Prairie",2018,"5","Moderate Quality",0.02453
"Parkland County",2018,"5","Moderate Quality",0.0083
"Strathcona County",2018,"5","Moderate Quality",0.01264
"Sturgeon County",2018,"5","Moderate Quality",0.02369
"St. Albert",2018,"5","Moderate Quality",0.02807
"Fort Mackay",2018,"5","Moderate Quality",0.0069
"Grande Prairie County No. 1",2018,"5","Moderate Quality",0.02123
"Cold Lake",2018,"5","Moderate Quality",0.00469
"St. Paul County No. 19",2018,"5","Moderate Quality",0.00286
"Wood Buffalo",2018,"5","Moderate Quality",0.00529
"Bruderheim",2018,"5","Moderate Quality",0.02069
"Improvement District No. 13 Elk Island",2018,"5","Moderate Quality",0.00867
"Leduc County",2018,"5","Moderate Quality",0.0052
"Beaverlodge",2018,"5","Moderate Quality",0.00593
"Lamont County",2018,"5","Moderate Quality",0.01262
"Yellowhead County",2018,"5","Moderate Quality",0.00502
"Red Deer",2018,"6","Moderate Quality",0.00548
"Fort Saskatchewan",2018,"6","Moderate Quality",0.00586
"Edmonton",2018,"6","Moderate Quality",0.00891
"Lethbridge",2018,"6","Moderate Quality",0.00971
"Caroline",2018,"6","Moderate Quality",0.00306
"Airdrie",2018,"6","Moderate Quality",0.00744
"Medicine Hat",2018,"6","Moderate Quality",0.00617
"Calgary",2018,"6","Moderate Quality",0.0153
"Spirit River No. 133",2018,"6","Moderate Quality",0.00171
"Grande Prairie",2018,"6","Moderate Quality",0.00643
"Parkland County",2018,"6","Moderate Quality",0.00245
"Strathcona County",2018,"6","Moderate Quality",0.00333
"Sturgeon County",2018,"6","Moderate Quality",0.00869
"St. Albert",2018,"6","Moderate Quality",0.00916
"Fort Mackay",2018,"6","Moderate Quality",0.00138
"Grande Prairie County No. 1",2018,"6","Moderate Quality",0.00556
"Cold Lake",2018,"6","Moderate Quality",8e-04
"St. Paul County No. 19",2018,"6","Moderate Quality",0.00119
"Wood Buffalo",2018,"6","Moderate Quality",0.00137
"Bruderheim",2018,"6","Moderate Quality",0.00748
"Improvement District No. 13 Elk Island",2018,"6","Moderate Quality",0.00332
"Leduc County",2018,"6","Moderate Quality",0.00284
"Beaverlodge",2018,"6","Moderate Quality",0.00119
"Lamont County",2018,"6","Moderate Quality",0.00257
"Yellowhead County",2018,"6","Moderate Quality",0.00121
"Red Deer",2018,"7","Low Quality",0.00308
"Fort Saskatchewan",2018,"7","Low Quality",0.00861
"Edmonton",2018,"7","Low Quality",0.0105
"Lethbridge",2018,"7","Low Quality",0.00639
"Caroline",2018,"7","Low Quality",0.00247
"Airdrie",2018,"7","Low Quality",0.00315
"Medicine Hat",2018,"7","Low Quality",0.00302
"Calgary",2018,"7","Low Quality",0.00582
"Spirit River No. 133",2018,"7","Low Quality",0.00441
"Grande Prairie",2018,"7","Low Quality",0.00479
"Parkland County",2018,"7","Low Quality",0.00689
"Strathcona County",2018,"7","Low Quality",0.00517
"Sturgeon County",2018,"7","Low Quality",0.01158
"St. Albert",2018,"7","Low Quality",0.00822
"Fort Mackay",2018,"7","Low Quality",0.00702
"Grande Prairie County No. 1",2018,"7","Low Quality",0.00415
"Cold Lake",2018,"7","Low Quality",0.00684
"St. Paul County No. 19",2018,"7","Low Quality",0.00466
"Wood Buffalo",2018,"7","Low Quality",0.00373
"Bruderheim",2018,"7","Low Quality",0.0083
"Improvement District No. 13 Elk Island",2018,"7","Low Quality",0.00605
"Leduc County",2018,"7","Low Quality",0.00828
"Beaverlodge",2018,"7","Low Quality",0.00629
"Lamont County",2018,"7","Low Quality",0.0083
"Yellowhead County",2018,"7","Low Quality",0.00569
"Red Deer",2018,"8","Low Quality",0.00194
"Fort Saskatchewan",2018,"8","Low Quality",0.00239
"Edmonton",2018,"8","Low Quality",0.00285
"Lethbridge",2018,"8","Low Quality",0.00295
"Caroline",2018,"8","Low Quality",0.00212
"Airdrie",2018,"8","Low Quality",0.00239
"Medicine Hat",2018,"8","Low Quality",0.00081
"Calgary",2018,"8","Low Quality",0.00285
"Spirit River No. 133",2018,"8","Low Quality",0.00227
"Grande Prairie",2018,"8","Low Quality",0.0021
"Parkland County",2018,"8","Low Quality",0.00257
"Strathcona County",2018,"8","Low Quality",0.00184
"Sturgeon County",2018,"8","Low Quality",0.00302
"St. Albert",2018,"8","Low Quality",0.00223
"Fort Mackay",2018,"8","Low Quality",0.00114
"Grande Prairie County No. 1",2018,"8","Low Quality",0.00182
"Cold Lake",2018,"8","Low Quality",0.00282
"St. Paul County No. 19",2018,"8","Low Quality",0.00095
"Wood Buffalo",2018,"8","Low Quality",0.00145
"Bruderheim",2018,"8","Low Quality",0.00479
"Improvement District No. 13 Elk Island",2018,"8","Low Quality",0.0019
"Leduc County",2018,"8","Low Quality",0.00355
"Beaverlodge",2018,"8","Low Quality",0.00142
"Lamont County",2018,"8","Low Quality",0.00164
"Yellowhead County",2018,"8","Low Quality",0.00215
"Red Deer",2018,"9","Low Quality",0.00331
"Fort Saskatchewan",2018,"9","Low Quality",0.00131
"Edmonton",2018,"9","Low Quality",0.00091
"Lethbridge",2018,"9","Low Quality",0.0016
"Caroline",2018,"9","Low Quality",0.00318
"Airdrie",2018,"9","Low Quality",0.00252
"Calgary",2018,"9","Low Quality",0.00171
"Spirit River No. 133",2018,"9","Low Quality",0.00171
"Grande Prairie",2018,"9","Low Quality",0.00117
"Parkland County",2018,"9","Low Quality",0.00117
"Strathcona County",2018,"9","Low Quality",0.00103
"Sturgeon County",2018,"9","Low Quality",0.00113
"St. Albert",2018,"9","Low Quality",0.00106
"Fort Mackay",2018,"9","Low Quality",0.00042
"Grande Prairie County No. 1",2018,"9","Low Quality",0.00101
"Cold Lake",2018,"9","Low Quality",0.00054
"St. Paul County No. 19",2018,"9","Low Quality",0.00024
"Wood Buffalo",2018,"9","Low Quality",0.00075
"Bruderheim",2018,"9","Low Quality",0.00094
"Improvement District No. 13 Elk Island",2018,"9","Low Quality",0.00095
"Leduc County",2018,"9","Low Quality",0.00166
"Beaverlodge",2018,"9","Low Quality",0.00131
"Lamont County",2018,"9","Low Quality",0.0014
"Yellowhead County",2018,"9","Low Quality",0.00134
"Red Deer",2019,"1","High Quality",0.10511
"Fort Saskatchewan",2019,"1","High Quality",0.14402
"Edmonton",2019,"1","High Quality",0.07706
"Lethbridge",2019,"1","High Quality",0.07873
"Caroline",2019,"1","High Quality",0.18145
"Airdrie",2019,"1","High Quality",0.10214
"Medicine Hat",2019,"1","High Quality",0.05938
"Foothills No. 31",2019,"1","High Quality",0.08203
"Calgary",2019,"1","High Quality",0.03551
"Northern Sunrise County",2019,"1","High Quality",0.51349
"Grande Prairie",2019,"1","High Quality",0.15095
"Brazeau County",2019,"1","High Quality",0.17658
"Parkland County",2019,"1","High Quality",0.21608
"Strathcona County",2019,"1","High Quality",0.10767
"Sturgeon County",2019,"1","High Quality",0.15328
"St. Albert",2019,"1","High Quality",0.11548
"Fort Mackay",2019,"1","High Quality",0.25868
"Canmore",2019,"1","High Quality",0.03798
"Grande Prairie County No. 1",2019,"1","High Quality",0.21039
"Cold Lake",2019,"1","High Quality",0.31748
"Bonnyville No. 87",2019,"1","High Quality",0.16247
"St. Paul County No. 19",2019,"1","High Quality",0.15033
"Wood Buffalo",2019,"1","High Quality",0.17979
"Bruderheim",2019,"1","High Quality",0.11897
"Improvement District No. 13 Elk Island",2019,"1","High Quality",0.23091
"Leduc County",2019,"1","High Quality",0.13825
"Beaverlodge",2019,"1","High Quality",0.18222
"Lamont County",2019,"1","High Quality",0.213
"Yellowhead County",2019,"1","High Quality",0.2262
"Red Deer",2019,"10+","Very Low Quality",0.00354
"Fort Saskatchewan",2019,"10+","Very Low Quality",0.00052
"Edmonton",2019,"10+","Very Low Quality",0.00114
"Caroline",2019,"10+","Very Low Quality",0.00163
"Airdrie",2019,"10+","Very Low Quality",0.00201
"Calgary",2019,"10+","Very Low Quality",0.00228
"Grande Prairie",2019,"10+","Very Low Quality",0.0035
"Brazeau County",2019,"10+","Very Low Quality",0.0013
"Parkland County",2019,"10+","Very Low Quality",0.00069
"Strathcona County",2019,"10+","Very Low Quality",0.00114
"Sturgeon County",2019,"10+","Very Low Quality",0.00076
"St. Albert",2019,"10+","Very Low Quality",0.00047
"Fort Mackay",2019,"10+","Very Low Quality",0.00099
"Grande Prairie County No. 1",2019,"10+","Very Low Quality",0.00316
"Wood Buffalo",2019,"10+","Very Low Quality",0.00066
"Bruderheim",2019,"10+","Very Low Quality",0.00059
"Improvement District No. 13 Elk Island",2019,"10+","Very Low Quality",7e-04
"Leduc County",2019,"10+","Very Low Quality",0.00023
"Beaverlodge",2019,"10+","Very Low Quality",0.00245
"Lamont County",2019,"10+","Very Low Quality",0.00044
"Yellowhead County",2019,"10+","Very Low Quality",0.00086
"Red Deer",2019,"2","High Quality",0.55227
"Fort Saskatchewan",2019,"2","High Quality",0.51359
"Edmonton",2019,"2","High Quality",0.42471
"Lethbridge",2019,"2","High Quality",0.64638
"Caroline",2019,"2","High Quality",0.64419
"Airdrie",2019,"2","High Quality",0.62493
"Medicine Hat",2019,"2","High Quality",0.59431
"Foothills No. 31",2019,"2","High Quality",0.75
"Calgary",2019,"2","High Quality",0.41626
"Northern Sunrise County",2019,"2","High Quality",0.48366
"Grande Prairie",2019,"2","High Quality",0.49784
"Brazeau County",2019,"2","High Quality",0.64392
"Parkland County",2019,"2","High Quality",0.58927
"Strathcona County",2019,"2","High Quality",0.52421
"Sturgeon County",2019,"2","High Quality",0.51308
"St. Albert",2019,"2","High Quality",0.48428
"Fort Mackay",2019,"2","High Quality",0.52925
"Canmore",2019,"2","High Quality",0.86115
"Grande Prairie County No. 1",2019,"2","High Quality",0.53626
"Cold Lake",2019,"2","High Quality",0.56072
"Bonnyville No. 87",2019,"2","High Quality",0.65384
"St. Paul County No. 19",2019,"2","High Quality",0.65008
"Wood Buffalo",2019,"2","High Quality",0.61344
"Bruderheim",2019,"2","High Quality",0.55972
"Improvement District No. 13 Elk Island",2019,"2","High Quality",0.54474
"Leduc County",2019,"2","High Quality",0.68605
"Beaverlodge",2019,"2","High Quality",0.60631
"Lamont County",2019,"2","High Quality",0.60237
"Yellowhead County",2019,"2","High Quality",0.55075
"Red Deer",2019,"3","High Quality",0.28379
"Fort Saskatchewan",2019,"3","High Quality",0.25091
"Edmonton",2019,"3","High Quality",0.38292
"Lethbridge",2019,"3","High Quality",0.24578
"Caroline",2019,"3","High Quality",0.15622
"Airdrie",2019,"3","High Quality",0.22121
"Medicine Hat",2019,"3","High Quality",0.31103
"Foothills No. 31",2019,"3","High Quality",0.16797
"Calgary",2019,"3","High Quality",0.43373
"Northern Sunrise County",2019,"3","High Quality",0.00284
"Grande Prairie",2019,"3","High Quality",0.24583
"Brazeau County",2019,"3","High Quality",0.15573
"Parkland County",2019,"3","High Quality",0.16609
"Strathcona County",2019,"3","High Quality",0.30818
"Sturgeon County",2019,"3","High Quality",0.25888
"St. Albert",2019,"3","High Quality",0.30163
"Fort Mackay",2019,"3","High Quality",0.18077
"Canmore",2019,"3","High Quality",0.09838
"Grande Prairie County No. 1",2019,"3","High Quality",0.19128
"Cold Lake",2019,"3","High Quality",0.11003
"Bonnyville No. 87",2019,"3","High Quality",0.16068
"St. Paul County No. 19",2019,"3","High Quality",0.17157
"Wood Buffalo",2019,"3","High Quality",0.18497
"Bruderheim",2019,"3","High Quality",0.26099
"Improvement District No. 13 Elk Island",2019,"3","High Quality",0.18271
"Leduc County",2019,"3","High Quality",0.14935
"Beaverlodge",2019,"3","High Quality",0.18467
"Lamont County",2019,"3","High Quality",0.15553
"Yellowhead County",2019,"3","High Quality",0.19942
"Red Deer",2019,"4","Moderate Quality",0.04855
"Fort Saskatchewan",2019,"4","Moderate Quality",0.06263
"Edmonton",2019,"4","Moderate Quality",0.08391
"Lethbridge",2019,"4","Moderate Quality",0.02157
"Caroline",2019,"4","Moderate Quality",0.01313
"Airdrie",2019,"4","Moderate Quality",0.04
"Medicine Hat",2019,"4","Moderate Quality",0.02728
"Calgary",2019,"4","Moderate Quality",0.09407
"Grande Prairie",2019,"4","Moderate Quality",0.07845
"Brazeau County",2019,"4","Moderate Quality",0.01417
"Parkland County",2019,"4","Moderate Quality",0.01797
"Strathcona County",2019,"4","Moderate Quality",0.04579
"Sturgeon County",2019,"4","Moderate Quality",0.05062
"St. Albert",2019,"4","Moderate Quality",0.06356
"Fort Mackay",2019,"4","Moderate Quality",0.02168
"Canmore",2019,"4","Moderate Quality",0.00249
"Grande Prairie County No. 1",2019,"4","Moderate Quality",0.04611
"Cold Lake",2019,"4","Moderate Quality",0.01007
"Bonnyville No. 87",2019,"4","Moderate Quality",0.0202
"St. Paul County No. 19",2019,"4","Moderate Quality",0.02239
"Wood Buffalo",2019,"4","Moderate Quality",0.01292
"Bruderheim",2019,"4","Moderate Quality",0.04126
"Improvement District No. 13 Elk Island",2019,"4","Moderate Quality",0.02908
"Leduc County",2019,"4","Moderate Quality",0.01826
"Beaverlodge",2019,"4","Moderate Quality",0.02039
"Lamont County",2019,"4","Moderate Quality",0.01938
"Yellowhead County",2019,"4","Moderate Quality",0.01826
"Red Deer",2019,"5","Moderate Quality",0.00457
"Fort Saskatchewan",2019,"5","Moderate Quality",0.01721
"Edmonton",2019,"5","Moderate Quality",0.01929
"Lethbridge",2019,"5","Moderate Quality",0.00635
"Caroline",2019,"5","Moderate Quality",0.00151
"Airdrie",2019,"5","Moderate Quality",0.00544
"Medicine Hat",2019,"5","Moderate Quality",0.00541
"Calgary",2019,"5","Moderate Quality",0.01302
"Grande Prairie",2019,"5","Moderate Quality",0.0176
"Brazeau County",2019,"5","Moderate Quality",0.00424
"Parkland County",2019,"5","Moderate Quality",0.00668
"Strathcona County",2019,"5","Moderate Quality",0.00868
"Sturgeon County",2019,"5","Moderate Quality",0.0162
"St. Albert",2019,"5","Moderate Quality",0.01863
"Fort Mackay",2019,"5","Moderate Quality",0.00379
"Grande Prairie County No. 1",2019,"5","Moderate Quality",0.00929
"Cold Lake",2019,"5","Moderate Quality",0.00158
"Bonnyville No. 87",2019,"5","Moderate Quality",0.00243
"St. Paul County No. 19",2019,"5","Moderate Quality",0.00435
"Wood Buffalo",2019,"5","Moderate Quality",0.00406
"Bruderheim",2019,"5","Moderate Quality",0.01164
"Improvement District No. 13 Elk Island",2019,"5","Moderate Quality",0.00856
"Leduc County",2019,"5","Moderate Quality",0.00451
"Beaverlodge",2019,"5","Moderate Quality",0.0028
"Lamont County",2019,"5","Moderate Quality",0.00556
"Yellowhead County",2019,"5","Moderate Quality",0.00191
"Red Deer",2019,"6","Moderate Quality",0.00057
"Fort Saskatchewan",2019,"6","Moderate Quality",0.00841
"Edmonton",2019,"6","Moderate Quality",0.00731
"Lethbridge",2019,"6","Moderate Quality",0.00024
"Caroline",2019,"6","Moderate Quality",0.00035
"Airdrie",2019,"6","Moderate Quality",0.0026
"Medicine Hat",2019,"6","Moderate Quality",0.00071
"Calgary",2019,"6","Moderate Quality",0.004
"Grande Prairie",2019,"6","Moderate Quality",0.00455
"Brazeau County",2019,"6","Moderate Quality",0.00163
"Parkland County",2019,"6","Moderate Quality",0.00104
"Strathcona County",2019,"6","Moderate Quality",0.00183
"Sturgeon County",2019,"6","Moderate Quality",0.00381
"St. Albert",2019,"6","Moderate Quality",0.01059
"Fort Mackay",2019,"6","Moderate Quality",0.00099
"Grande Prairie County No. 1",2019,"6","Moderate Quality",0.00245
"Cold Lake",2019,"6","Moderate Quality",0.00012
"Bonnyville No. 87",2019,"6","Moderate Quality",0.00038
"St. Paul County No. 19",2019,"6","Moderate Quality",0.00115
"Wood Buffalo",2019,"6","Moderate Quality",0.00135
"Bruderheim",2019,"6","Moderate Quality",0.00282
"Improvement District No. 13 Elk Island",2019,"6","Moderate Quality",0.00188
"Leduc County",2019,"6","Moderate Quality",0.00116
"Beaverlodge",2019,"6","Moderate Quality",7e-04
"Lamont County",2019,"6","Moderate Quality",0.00322
"Yellowhead County",2019,"6","Moderate Quality",0.00062
"Red Deer",2019,"7","Low Quality",8e-04
"Fort Saskatchewan",2019,"7","Low Quality",0.00259
"Edmonton",2019,"7","Low Quality",0.00331
"Lethbridge",2019,"7","Low Quality",0.00048
"Caroline",2019,"7","Low Quality",0.00023
"Airdrie",2019,"7","Low Quality",0.00071
"Medicine Hat",2019,"7","Low Quality",0.00153
"Calgary",2019,"7","Low Quality",0.00023
"Grande Prairie",2019,"7","Low Quality",0.00058
"Brazeau County",2019,"7","Low Quality",0.00098
"Parkland County",2019,"7","Low Quality",0.00104
"Strathcona County",2019,"7","Low Quality",0.00251
"Sturgeon County",2019,"7","Low Quality",0.00223
"St. Albert",2019,"7","Low Quality",0.00407
"Fort Mackay",2019,"7","Low Quality",0.00233
"Grande Prairie County No. 1",2019,"7","Low Quality",0.00053
"St. Paul County No. 19",2019,"7","Low Quality",0.00013
"Wood Buffalo",2019,"7","Low Quality",0.00168
"Bruderheim",2019,"7","Low Quality",0.00294
"Improvement District No. 13 Elk Island",2019,"7","Low Quality",0.00129
"Leduc County",2019,"7","Low Quality",0.00185
"Beaverlodge",2019,"7","Low Quality",0.00023
"Lamont County",2019,"7","Low Quality",0.00044
"Yellowhead County",2019,"7","Low Quality",0.00101
"Red Deer",2019,"8","Low Quality",0.00023
"Fort Saskatchewan",2019,"8","Low Quality",0.00013
"Edmonton",2019,"8","Low Quality",0.00034
"Lethbridge",2019,"8","Low Quality",0.00048
"Caroline",2019,"8","Low Quality",0.00105
"Airdrie",2019,"8","Low Quality",0.00059
"Medicine Hat",2019,"8","Low Quality",0.00035
"Calgary",2019,"8","Low Quality",0.00046
"Grande Prairie",2019,"8","Low Quality",0.00047
"Brazeau County",2019,"8","Low Quality",0.00147
"Parkland County",2019,"8","Low Quality",0.00023
"Sturgeon County",2019,"8","Low Quality",0.00065
"St. Albert",2019,"8","Low Quality",0.00128
"Fort Mackay",2019,"8","Low Quality",0.00099
"Grande Prairie County No. 1",2019,"8","Low Quality",0.00035
"Wood Buffalo",2019,"8","Low Quality",0.00078
"Bruderheim",2019,"8","Low Quality",0.00106
"Leduc County",2019,"8","Low Quality",0.00012
"Beaverlodge",2019,"8","Low Quality",0.00012
"Lamont County",2019,"8","Low Quality",7e-05
"Yellowhead County",2019,"8","Low Quality",0.00051
"Red Deer",2019,"9","Low Quality",0.00057
"Caroline",2019,"9","Low Quality",0.00023
"Airdrie",2019,"9","Low Quality",0.00036
"Calgary",2019,"9","Low Quality",0.00046
"Grande Prairie",2019,"9","Low Quality",0.00023
"Parkland County",2019,"9","Low Quality",0.00092
"Sturgeon County",2019,"9","Low Quality",0.00049
"Fort Mackay",2019,"9","Low Quality",0.00052
"Grande Prairie County No. 1",2019,"9","Low Quality",0.00018
"Wood Buffalo",2019,"9","Low Quality",0.00033
"Improvement District No. 13 Elk Island",2019,"9","Low Quality",0.00012
"Leduc County",2019,"9","Low Quality",0.00023
"Beaverlodge",2019,"9","Low Quality",0.00012
"Yellowhead County",2019,"9","Low Quality",0.00047
"Red Deer",2020,"1","High Quality",0.12073
"Fort Saskatchewan",2020,"1","High Quality",0.18103
"Edmonton",2020,"1","High Quality",0.09678
"Lethbridge",2020,"1","High Quality",0.03902
"Caroline",2020,"1","High Quality",0.19682
"Airdrie",2020,"1","High Quality",0.09888
"Medicine Hat",2020,"1","High Quality",0.04639
"Calgary",2020,"1","High Quality",0.09802
"Northern Sunrise County",2020,"1","High Quality",0.47601
"Grande Prairie",2020,"1","High Quality",0.17628
"Brazeau County",2020,"1","High Quality",0.11009
"Parkland County",2020,"1","High Quality",0.24083
"Strathcona County",2020,"1","High Quality",0.11848
"Sturgeon County",2020,"1","High Quality",0.22703
"St. Albert",2020,"1","High Quality",0.13429
"Fort Mackay",2020,"1","High Quality",0.31306
