CSDUID,CSD,Period,IndicatorSummaryDescription,Air Quality Health Index,Health Risk,UnitOfMeasure,OriginalValue
4811012,Leduc County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00347
4811012,Leduc County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00787
4811012,Leduc County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00459
4811012,Leduc County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00996
4811012,Leduc County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,,0.03098
4811012,Leduc County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01826
4811012,Leduc County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00761
4811012,Leduc County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02373
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02296
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01663
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01517
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02184
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01442
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00422
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01412
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02420
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02039
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00612
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01134
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01140
4810058,Lamont County,2011,Air Quality (percent high-quality hours),4,Moderate Quality,,0.06905
4810058,Lamont County,2012,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01780
4810058,Lamont County,2013,Air Quality (percent high-quality hours),4,Moderate Quality,,0.03743
4810058,Lamont County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02833
4810058,Lamont County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,,0.04705
4810058,Lamont County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02735
4810058,Lamont County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01408
4810058,Lamont County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,,0.06674
4810058,Lamont County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01938
4810058,Lamont County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01742
4810058,Lamont County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01925
4810058,Lamont County,2022,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02816
4814003,Yellowhead County,2011,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01668
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01887
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01249
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02710
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02766
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01196
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,,0.02224
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,,0.03201
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01826
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00963
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,,0.01893
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),4,Moderate Quality,,0.00955
4808011,Red Deer,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.03362
4808011,Red Deer,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00769
4808011,Red Deer,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02788
4808011,Red Deer,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00677
4808011,Red Deer,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00263
4808011,Red Deer,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00023
4808011,Red Deer,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00457
4808011,Red Deer,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02718
4808011,Red Deer,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00457
4808011,Red Deer,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00240
4808011,Red Deer,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00514
4808011,Red Deer,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00160
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01516
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00722
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02052
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01169
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01203
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00537
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00685
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02773
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01721
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00753
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00617
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01431
4811061,Edmonton,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02340
4811061,Edmonton,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01646
4811061,Edmonton,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.03265
4811061,Edmonton,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01667
4811061,Edmonton,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01667
4811061,Edmonton,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00854
4811061,Edmonton,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01050
4811061,Edmonton,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02729
4811061,Edmonton,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01929
4811061,Edmonton,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01070
4811061,Edmonton,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00776
4811061,Edmonton,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01644
4802012,Lethbridge,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00481
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00094
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00098
4802012,Lethbridge,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00268
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00584
4802012,Lethbridge,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00012
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01054
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02199
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00635
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00162
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02080
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00280
4802031,Newell County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01736
4802031,Newell County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00115
4809010,Caroline,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00074
4809010,Caroline,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00097
4809010,Caroline,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00210
4809010,Caroline,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00214
4809010,Caroline,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00144
4809010,Caroline,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00866
4809010,Caroline,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01437
4809010,Caroline,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00151
4809010,Caroline,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00035
4809010,Caroline,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00641
4809010,Caroline,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00094
4806021,Airdrie,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01321
4806021,Airdrie,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02659
4806021,Airdrie,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00544
4806021,Airdrie,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00151
4806021,Airdrie,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01145
4806021,Airdrie,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00823
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00645
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00443
4801006,Medicine Hat,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00088
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00116
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00683
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00567
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01896
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00541
4801006,Medicine Hat,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00047
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01691
4801006,Medicine Hat,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00173
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02529
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00424
4806001,Foothills No. 31,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00094
4806016,Calgary,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02797
4806016,Calgary,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01493
4806016,Calgary,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01628
4806016,Calgary,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01644
4806016,Calgary,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00651
4806016,Calgary,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00706
4806016,Calgary,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02124
4806016,Calgary,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.04418
4806016,Calgary,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01302
4806016,Calgary,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01047
4806016,Calgary,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02009
4806016,Calgary,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01176
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00035
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00164
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00084
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00154
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00767
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00936
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00565
4819012,Grande Prairie,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01429
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02241
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01204
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00484
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01017
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02453
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01760
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00732
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01028
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01546
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00424
4811032,Brazeau County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00264
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00923
4811032,Brazeau County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00616
4811034,Parkland County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00167
4811034,Parkland County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00069
4811034,Parkland County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00046
4811034,Parkland County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00127
4811034,Parkland County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00025
4811034,Parkland County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00334
4811034,Parkland County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00830
4811034,Parkland County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00668
4811034,Parkland County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00840
4811034,Parkland County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00077
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00666
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00137
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00468
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01264
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00868
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00478
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00377
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00527
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00220
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00509
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02369
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01620
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00627
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00393
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00876
4811062,St. Albert,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00538
4811062,St. Albert,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01223
4811062,St. Albert,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02807
4811062,St. Albert,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01863
4811062,St. Albert,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01305
4811062,St. Albert,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01601
4811062,St. Albert,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01483
4816859,Fort Mackay,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00484
4816859,Fort Mackay,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00579
4816859,Fort Mackay,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00306
4816859,Fort Mackay,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00289
4816859,Fort Mackay,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00338
4816859,Fort Mackay,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00307
4816859,Fort Mackay,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00313
4816859,Fort Mackay,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00690
4816859,Fort Mackay,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00379
4816859,Fort Mackay,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00173
4816859,Fort Mackay,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00545
4816859,Fort Mackay,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00225
4815023,Canmore,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.05297
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00936
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00565
4819006,Grande Prairie County No. 1,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01429
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01788
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00855
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00484
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01017
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02123
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00929
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00364
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00571
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00801
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00048
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00201
4812002,Cold Lake,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00311
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00257
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00376
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00180
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00024
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00469
4812002,Cold Lake,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00158
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00012
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00239
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00167
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00021
4812004,Bonnyville No. 87,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00243
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00200
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00152
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00154
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00203
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00612
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00487
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00228
4812014,St. Paul County No. 19,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00043
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00040
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00286
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00435
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00215
4812014,St. Paul County No. 19,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00257
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00199
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00361
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00184
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00114
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00310
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00265
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00204
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00065
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00529
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00406
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00041
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00203
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00104
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00245
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00217
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01931
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00426
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00654
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00255
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00470
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.02069
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.01164
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00558
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00904
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00895
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00324
4810068,Improvement District No. 13 Elk Island,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00037
4810068,Improvement District No. 13 Elk Island,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00408
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00702
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00304
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00238
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00867
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00856
4810068,Improvement District No. 13 Elk Island,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00046
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00303
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00174
4811012,Leduc County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00012
4811012,Leduc County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00127
4811012,Leduc County,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00046
4811012,Leduc County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00035
4811012,Leduc County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00058
4811012,Leduc County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00278
4811012,Leduc County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00520
4811012,Leduc County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00451
4811012,Leduc County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00058
4811012,Leduc County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00500
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00245
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00335
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00036
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00333
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00203
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00280
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00593
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00280
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00106
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00201
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00190
4810058,Lamont County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00622
4810058,Lamont County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00249
4810058,Lamont County,2013,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00628
4810058,Lamont County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,,0.00214
